raw_text,language,event_date
"c++ software engineer our client is seeking a software developer to join the team responsible for designing, developing maintaining the firm’s highly distributed, high performance order routing system for equities, options futures. in this position you will have the opportunity to work closely with traders other technical teams. you will be engaging the complete sdlc the majority of development will be in c++ on linux.if you join this team, you will:research, design, develop test software components applications in a heterogeneous technology environment using knowledge of object oriented programming c++/linux.analyze user needs software requirements to determine feasibility of design within time, cost, performance constraints.engage in problem definition, decomposition, solutions definition within the scope of the application the run-time environment.take a holistic view of systems understand how the hardware, networking, middleware layers integrate with software components.you should be:able to execute on ideas quickly.committed to innovation.focused on the entire technical stack with an eye for building a stable, scalable, optimized environment with minimized risk.passionate about technology interested in exploring new technologies to find the optimal solution.strong object oriented software developer.requirements:bachelor's degree in computer science, engineering, mathematics related discipline its foreign equivalent plus 5 years of progressive experience developing software applications is required.the successful candidate will be a self-motivated, free-thinker who is comfortable working in a fast-paced environment who has the ability to propose creative innovative solutions to complex problems.experience with a demonstrated understanding of object oriented design software development in a high-performance / high throughput environment using c++ (preferably in a linux environment) is required.experience with .net java preferred.excellent attention to detail an appreciation for the balance between the perfect technical solution time to market considerations.ability to take ownership of projects assume the responsibility for success.provide innovative ideas to improve the ability of our systems our team.",c#,2025
"lead java engineer please join our talent network: joining the talent network with vanderhouwen & associates (vha) will enhance your job search application experience. job listings are mobile-friendly easy to review, share, apply. whether you choose to just leave us your information apply, we look forward to connecting with you. summaryassists supervisor with leadership coordination of a team designing, implementing, documenting, maintaining java web applications. works with bsa team to obtain requirements, prioritize, plan the delivery of solutions. provides guidance coordination of technical implementations that adhere to enterprise system architecture, design, implementation standards. coordinates with other units to identify schedule delivery of cross-team dependencies. determines resource requirements allocations. assigns tasks to the team members, monitors the alignment with the overall project goals reports on progress to various levels of management.responsibilities works with business representatives, clients, business partners, project managers, team members to define requirements for applications targeted for the corporate internet/ intranet.works with project managers, supervisors, team members to determine work tasks allocate resources.leads the development team through solution design, implementation, deployment in coordination with other it business departments.identifies resolves design implementation issues conflicts.leads coordinates the maintenance enhancement of internet/intranet applications. provides technical support to application administrators staff.provides development production support status updates to management.develops business relationships with clients business partners. strong understanding of client business processes needed.resolves issues that arise with vendor technical support.performs other duties as assigned.qualifications bachelor degree equivalent specializing in computer science, math, business, / engineering.extensive understanding of web technologies programming languages. ability to keep current with emerging internet technologies.5+ years computer programming experience in java java ee. experience with jsf, spring, struts, hibernate preferred.solid background in client/server programming relational database systems.outstanding analytical, problem solving, organizational, detail orientation skills.strong ability to negotiate, prioritize, determine tasks allocate resources.ability to work well under pressure, work with frequent interruptions, shifting priorities.maintain confidentiality project a professional business image.",java,2025
"core java developer with distributed computing hi,established in 1998, etouch systems is a technology services company that specializes in digital web engineering. we deliver technology services accelerate growth for global 1000 companies by solving complex business challenges with breakthrough technical innovations. we partner with leading global hi-tech enterprises to service their business technology needs. currently working with our direct clients including vmware, intuit, cisco, yahoo, sony, google, pg&e & kaiser amongst others enabling the success of their software as well as it infrastructure development initiatives through the quality of our consultants.role: core java developer with distributed computing location: mountain view, ca duration: 12+ months we are a team with the vision to change the way our customers interact with our products to discover contextual relevant content. with millions of customers using our software you will be part of cutting edge team that is responsible for building highly scalable distributed search system at scale that renders contextual relevant contents. you will be working with recognized experts, data scientist, data engineers, solution architects in the field to deliver “on-tap” unified search as a service & best in class search user experiences for web & mobile. required skills:need a strong core java developer with some good data experience. must have experience with distributed computing.good working knowledge on vector model search aws. please feel free to send your questions on my way at gnagaraju@etouch.net/ 510 585 1527 ©, if you would like to of this need. thank you. best regards,raju | etouch systems | desk phone: +1.510.795.4800 x 159 cell phone: +1.510.585.1527| email: gnagaraju@etouch.net | fax: +1.510.795.4803 | url: linked in: custom development solutions| integration & support services| professional services6627 dumbarton circle | fremont, ca 94555",java,2025
"software developer please join our talent network: joining the talent network with vanderhouwen & associates (vha) will enhance your job search application experience. job listings are mobile-friendly easy to review, share, apply. whether you choose to just leave us your information apply, we look forward to connecting with you.summary the ideal candidate is a clever, motivated versatile coder with a hacker mentality who is eager to tackle complex problems. the candidate must be comfortable working in an agile development environment with high expectations for rapid delivery of prototypes, changing requirements, direct feedback from the internal business customer. candidates should be able to learn fast learn on the fly in order to work with a variety of languages, be capable of taking responsibility for delivering code that accomplishes defined objectives. qualifications required .net c# (minimum 2 years* experience)full development lifecycle experience including analysis, design, implementation, testing, monitoringsql server: data modelling, t-sql, stored procs, performance tuningbs higher degree in computer science related technical field. qualifications preferred microsoft azure other cloud technologies cosmos other big data technologiesweb api/ui development",c,2025
"software development engineer, big data do you want to help build a highly personalized homepage that greets each of our millions of customers worldwide every time they visit amazon.com? are you interested in building data pipelines that process petabytes of customer behavior data?amazon’s homepage personalization team develops supports personalization recommendations for amazon customers across music, books, movies, fashion, everything else that amazon offers. we analyze petabytes of implicit explicit feedback data on our hundreds of millions of customers billions of products in order to guide the development of a meaningful highly personalized homepage experience.we are looking for an experienced forward thinking software engineer with a focus on data engineering to join our team. this person will work closely with other software engineers machine learning scientists to design implement predictive, scalable models for everything from product recommendations to personalized mobile content layouts. you will work directly with machine learning scientists to scale up collaborative filtering models on retail purchases, prime video views, prime music streams, other amazon data to deeply understand our customers.this is one of the foremost roles in data engineering with the opportunity to reach millions of customers on one of the highest traffic consumer websites in the world. if you are passionate about data engineering, software engineering personalization at scale then we encourage you to apply.- bs ms degree in computer science related field.- strong coding experience, preferably with scala, python, java, c++.- strong grasp of data structures algorithms.- ability to explain complex issues in technical non-technical terms.- cares deeply about agile software practices, data driven development, collaborating with other engineers researchers.- working knowledge of hadoop, spark, redshift, dynamodb, kinesis, other big data technologies.- experience with supervised unsupervised machine learning models.- experience with collaborative filtering recommender systems.- experience running evaluating ab tests.","go,python,java,c",2025
"java developer (ecommerce) job req #: 16-03602 job description: java lead with ecommerce development experience - key responsibilities qualifications: looking for two-to-three senior java developers with experience in ecommerce. strong java, spring framework hibernate orm. the ideal candidate will have experience building their own e-commerce product working with an existing ecommerce site. looking for typical ecommerce experience such as pim, pci, shopping carts, payment gateways, catalogs, etc. any experience with broadleaf, elasticpath konakart is a plus. my client will train on the ecommerce tools. location: miami, flposition type: contractdiane douglassenior it recruiter/account leadascent303-694-5493 **if this is not a fit for you you are not interested, ascent services group offers an excellent referral bonus! we look forward to hearing from you! about ascent:the ascent services group (asg) is a nationally recognized technology staffing consulting firm whose fundamental business is providing staffing services to small, medium, large enterprise clients in our core market verticals: financial services, healthcare, technology life sciences. as consultants for asg, you will have access to many of the top clients within the industries we serve. our goal is to deliver innovative talent through proven best practices effective resource optimization. become one of asg’s candidates experience the difference!ind05",java,2025
"geolocation engineer clearance: must be eligible to obtain a top secret clearance. we seek highly qualified, self-starting individuals to develop, implement, test geolocation systems. this engineer will apply mathematics physics to design develop complex positioning systems for rf signals in demanding collection environments. in this role, the selected individual will be responsible for geolocation algorithm development, system engineering, software implementation testing. experience with an existing geolocation approach/engine in a classified application/environment is a definite plus.work includes system support through all phases of the life cycle from concept through final delivery, using an iterative design methodology to maximize productivity. solutions are implemented on virtualized platforms. you will have access to a well-equipped computer / signal processing lab with emphasis on real data rather than simulation.required:bs (ms phd preferred) in electrical engineering (preferred), applied math, remote sensing, similar disciplinedemonstrated capability in scientific programming, especially c/c++relocation to sunny tucson, arizona; denver, colorado is a potential alternativepossess ( ability to obtain) maintain an sci security clearance (us citizenship required)preferred: experience with an existing geolocation approach/observable processor in a classified application/environmentstrong dsp fundamentalsapplicable background includes gps other navigation systems; geolocation observable processing of tdoa only tdoa/tdoa-dot (fdoa) measurements; electromagnetic propagation; multipath interference mitigation; mathematical techniques such as non-linear optimization unbiased correlation.","go,c,c++",2025
"senior. net developer (temp-to-perm) company overview: creating value by bringing together the right people to achieve results is our motto. our clients employees say they choose to work with us because of how we work with them - with service that exceeds their expectations a personal commitment to their success. our client, one of world’s largest manufacturers of medium & heavy-duty trucks diesel engines, seeks an accomplished senior .net developer. ***************************************************************************************************************************candidate must be able to work without requiring sponsorship should be open to fte conversion***description:the senior .net developer will be responsible for implementing innovative web console applications.perform design, coding, testing, implementation, documentation of solutions. requirements:candidates must have 7 solid years of relevant experience with prior long-term contracts/employment.bs in computer science 7 years’ experience..net 4.5x development, mcse preferredtfs (source code management), web services including wcf, jquery, ajax, javascript, vb, vb script, xml/xsl; cascading style sheets (css), architectural design patterns.sitecore experience preferred.experience with at least one of the following databases: db2 (v8.0 greater), db2 query, db2 connect, oracle, sql server.ability to translate functional designs into technical designs, conversely to translate complex information into common terms.must be a strong technical leader who can prioritize well has the ability to work in environments with competing alternating priorities, with a constant focus on delivery.strong analytical problem solving skills.excellent written verbal communication skills.accountable for partnering with key roles (enterprise architects, infrastructure, etc.) to create solutions that are aligned to architecture standards principles, leverage common solutions services.experience working in a fast paced demanding work environment. ************************************************************************************************************************ i'd love to talk to you if you think this position is right up your alley. if you're looking for rewarding employment a company that puts its employees first, we'd like to work with you. we're driven, people driven. we also offer group health insurance (employee paid on a pre-tax basis).satwinder singhlead technical recruitertel: 925-297-6495email: ssingh@ameritconsulting.com note: “candidates that are offered a position are required to pass pre-employment drug background screening”",javascript,2025
"frontend/ui developer please join our talent network: joining the talent network with vanderhouwen & associates (vha) will enhance your job search application experience. job listings are mobile-friendly easy to review, share, apply. whether you choose to just leave us your information apply, we look forward to connecting with you. summaryour client is the leading provider of online video publishing management solutions * millions of media files process millions of hits per day. media companies rely on their cloud-based video platform as their open, central hub for managing, monetizing, syndicating billions of internet video views each year. our client*s services provide unmatched versatility for designing supporting streaming video businesses on pcs, mobile devices, tv. some of their customers include syfy, fox sports network, nbc sports, national geographic, comcast, british telecom, travel channel, more. their consulting services team is seeking to add those with engineering knowledge / experience with the latest web mobile technologies come work as a frontend/ui developer. the consulting services team works with a variety of customers to deliver world class ip-based video delivery solutions. current projects include multiple initiatives for major media companies, as well as cable operators telecommunication companies worldwide. the frontend/ui developer will be contributing to html5 video sites for high profile media companies, as well as to administrative consoles for media publishers distributors using the latest javascript technologies. responsibilitiesdesign, estimate, implement features for consumer-facing html5 video players based on client pdk technologies. develop administrative user interfaces for consulting services customers for video management solutions.collaborate with project managers solution architects to plan estimate customer solutions.participate in a highly iterative agile development process as part of small cross-functional engineering team.help the team diagnose address complex client-side interactions.qualifications bs degree in computer science a related field (bonus).high level of communication skills. 4+ years* experience with front end javascript development.css html design implementation from wire frame to reality.comfortable with a wide range of javascript technologies like angular.js, react, node.js, javascript promises.experience in a test-driven development environment.team lead experience (bonus).",javascript,2025
"web developer help invent the next generation of ecommerce; integrated experiences that leverage the store, the web to sell anything, to anyone, anywhere in the worldthe opportunity: - work in a small, high performance agile team environment - sharing innovative ideas working collaboratively across teams. - work with talented engineers product visionaries to contribute to the vision design of our web mobile properties. - create front end of interactive websites incorporating html5, css3, javascript, ajax as well as other web 2.0 techniques. - be a product-oriented web developer creating experimenting with new ideas that will engage excite our customers.experience/skills required: - bachelor's degree in computer science related technical field. ms/phdwould be a strong plus. - 3+ years' experience in html5, javascript, css3, ajax general web 2.0 techniques in the context of interactive web applications. - strong understanding of responsive design techniques principles- a passion for all things javascript, ui front end- must be able to work effectively both on teams as well as be self-motivated, task oriented organized.- strong customer focus obsession with quality- ability to work in a fast-paced agile development environment",javascript,2025
"senior full stack developer description: our client's open software frameworks team is building a variety of products used by both independent software vendors in-house developers. their diverse portfolio of products includes application portal, geo spatial mapping platform ide used to build their terminal applications. this team is contributing to a number of cutting-edge open source projects. based on the breadth of the team's work, you will need to be a strong full stack developer. you strive to design, implement support the ideal solution. balance between elegant design system performance reliability is always at the front of your mind. you will have the opportunity to work closely with users, ux product teams. requirements: * 3+ years of experience programming in c/c++ * 3+ years of experience with html5, css javascript * strong ood/oop skills experience applying modern design patterns * knowledge of algorithms, standard data structures multithreading we'd love to see: * experience with c#, .net internals wpf * experience developing distributed systems in a windows linux environment * familiarity with understanding of an agile methodology if you have the described qualifications are interested in this exciting opportunity, please apply! about swatt: the genesis10 software technology team (swatt) is a specialized recruiting service focused on helping accomplished software developers, programmers, platform engineers elite technology professionals find once-in-a-lifetime career opportunities in new york city with the world's most advanced technology organizations. whether local to new york relocating from across north america, we take an authentic approach to helping people make life-changing technology career decisions. for more information go to ""genesis10 is an equal opportunity employer, m/f/d/v"" start date: 06/27/2016","go,javascript",2025
